,nome_candidato,uf,partido,estrelas_legisla_int,tempo_mandato,em_exercicio,tipo,gasto_gabinete,producao_legislativa,fiscalizacao,mobilizaca,alinhamento_partidario
0,Abílio Santana,BA,PSC,2,3,Não,TITULAR,179610.31,1.7,0.0,0.9,9.1
1,Abou Anni,SP,UNIÃO,3,3,Sim,TITULAR,230812.22,3.8,0.9,2.4,6.4
2,Acácio Favacho,AP,MDB,2,3,Sim,TITULAR,184110.41,2.6,0.2,2.1,6.4
3,Adolfo Viana,BA,PSDB,2,3,Sim,TITULAR,205381.50,2.8,0.9,2.4,5.5
4,Adriana Ventura,SP,NOVO,5,3,Sim,TITULAR,15501.49,6.4,2.9,7.3,10.0
5,Adriano do Baldy,GO,PP,2,3,Sim,TITULAR,186091.77,2.3,0.0,2.1,10.0
6,Aécio Neves,MG,PSDB,2,3,Sim,TITULAR,146298.86,2.4,0.0,2.1,7.3
7,Aelton Freitas,MG,PP,2,1,Sim,SUPLENTE,216187.99,1.6,0.7,0.9,9.1
8,Afonso Florence,BA,PT,4,3,Sim,TITULAR,203593.87,4.8,2.7,4.8,9.1
9,Afonso Hamm,RS,PP,2,3,Sim,TITULAR,197969.17,2.2,1.6,3.3,7.3
10,Afonso Motta,RS,PDT,3,3,Sim,TITULAR,232251.35,3.5,1.3,3.0,5.5
11,Aguinaldo Ribeiro,PB,PP,2,3,Não,TITULAR,170918.71,1.5,0.9,1.2,7.3
12,Airton Faleiro,PA,PT,4,3,Sim,TITULAR,210965.15,4.7,3.5,6.1,7.3
13,AJ Albuquerque,CE,PP,2,3,Sim,TITULAR,212343.51,2.3,0.2,2.4,10.0
14,Alan Rick,AC,UNIÃO,3,3,Não,TITULAR,212597.96,3.3,2.7,2.4,5.5
15,Alceu Moreira,RS,MDB,3,3,Sim,TITULAR,193008.11,3.3,2.4,2.1,7.3
16,Alcides Rodrigues,GO,PATRIOTA,2,3,Sim,TITULAR,235547.08,1.6,0.4,2.1,8.2
17,Alê Silva,MG,REPUBLICANOS,4,3,Sim,TITULAR,191824.29,5.7,1.5,3.6,7.3
18,Alessandro Molon,RJ,PSB,5,3,Sim,TITULAR,146003.64,6.0,5.6,5.2,7.3
19,Alex Manente,SP,CIDADANIA,3,3,Sim,TITULAR,91913.98,3.2,2.4,3.0,8.2
20,Alex Santana,BA,REPUBLICANOS,2,3,Sim,TITULAR,163332.33,3.3,1.1,2.1,0.9
21,Alexandre Frota,SP,PSDB,4,3,Sim,TITULAR,200789.10,5.9,1.3,4.8,0.9
22,Alexandre Leite,SP,UNIÃO,3,3,Sim,TITULAR,231588.19,3.2,1.3,2.4,9.1
23,Alexandre Padilha,SP,PT,5,3,Sim,TITULAR,191374.64,7.7,3.6,7.6,9.1
24,Alexandre Serfiotis,RJ,PSD,2,1,Não,TITULAR,0.00,1.4,1.3,2.1,1.8
25,Alexis Fonteyne,SP,NOVO,4,3,Sim,TITULAR,114694.89,5.3,2.9,5.8,10.0
26,Alice Portugal,BA,PCdoB,5,3,Sim,TITULAR,158229.44,5.3,4.0,7.6,9.1
27,Aliel Machado,PR,PV,4,3,Sim,TITULAR,216608.99,4.3,3.5,3.9,6.4
28,Aline Gurgel,AP,REPUBLICANOS,3,3,Sim,TITULAR,225760.82,4.4,2.0,4.8,6.4
29,Aline Sleutjes,PR,PROS,3,3,Sim,TITULAR,166020.59,3.3,1.1,2.7,9.1
30,Altineu Côrtes,RJ,PL,2,3,Sim,TITULAR,115851.27,3.0,0.2,1.8,9.1
31,Aluisio Mendes,MA,PSC,3,3,Sim,TITULAR,181307.92,3.8,0.7,3.0,8.2
32,Amaro Neto,ES,REPUBLICANOS,3,3,Sim,TITULAR,220174.86,3.5,0.7,2.1,10.0
33,André Abdon,AP,PP,2,3,Sim,TITULAR,225271.28,1.6,0.2,0.9,10.0
34,André de Paula,PE,PSD,2,3,Sim,TITULAR,216561.14,3.4,0.4,2.1,6.4
35,André Ferreira,PE,PL,2,3,Sim,TITULAR,220331.52,2.0,0.0,1.8,8.2
36,André Figueiredo,CE,PDT,5,3,Sim,TITULAR,229482.19,8.3,2.4,5.8,9.1
37,André Fufuca,MA,PP,2,3,Sim,TITULAR,164272.61,2.4,0.2,1.5,10.0
38,André Janones,MG,AVANTE,2,3,Sim,TITULAR,174211.62,2.6,0.0,3.6,0.9
39,Angela Amin,SC,PP,3,3,Sim,TITULAR,225149.93,4.4,1.5,4.5,0.9
40,Aníbal Gomes,CE,UNIÃO,1,2,Não,SUPLENTE,0.00,0.8,0.2,0.9,8.2
41,Antonio Brito,BA,PSD,3,3,Sim,TITULAR,215032.25,3.3,1.8,4.2,6.4
42,Arlindo Chinaglia,SP,PT,3,3,Sim,TITULAR,159743.68,3.1,1.8,4.2,9.1
43,Arnaldo Jardim,SP,CIDADANIA,3,3,Sim,TITULAR,222032.01,3.9,2.7,4.8,4.5
44,Aroldo Martins,PR,REPUBLICANOS,3,3,Sim,TITULAR,182233.19,3.4,1.1,2.7,9.1
45,Arthur Lira,AL,PP,2,3,Sim,TITULAR,110116.92,2.7,0.7,0.9,0.9
46,Arthur Oliveira Maia,BA,UNIÃO,2,3,Sim,TITULAR,177548.89,2.2,0.9,2.1,7.3
47,Assis Carvalho,PI,PT,3,3,Não,TITULAR,0.00,2.2,2.5,2.4,10.0
48,Átila Lins,AM,PSD,2,3,Sim,TITULAR,253063.02,1.7,1.5,1.2,8.2
49,Átila Lira,PI,PP,2,3,Sim,TITULAR,187796.46,2.2,0.2,2.4,0.9
50,Augusto Coutinho,PE,REPUBLICANOS,3,3,Sim,TITULAR,225616.34,4.3,1.6,3.3,6.4
51,Áurea Carolina,MG,PSOL,3,3,Sim,TITULAR,139945.96,3.5,2.4,5.5,10.0
52,Aureo Ribeiro,RJ,SOLIDARIEDADE,4,3,Sim,TITULAR,169827.73,5.8,2.5,6.7,2.7
53,Bacelar,BA,PV,3,3,Sim,TITULAR,185118.27,4.1,2.5,3.6,0.9
54,Baleia Rossi,SP,MDB,3,3,Sim,TITULAR,135537.94,3.5,0.7,1.5,9.1
55,Benedita da Silva,RJ,PT,4,3,Sim,TITULAR,160271.91,5.7,2.5,6.1,9.1
56,Benes Leocádio,RN,UNIÃO,3,3,Sim,TITULAR,214719.47,3.8,0.2,2.7,8.2
57,Beto Faro,PA,PT,3,3,Sim,TITULAR,208161.82,3.4,3.3,4.5,9.1
58,Beto Pereira,MS,PSDB,2,3,Sim,TITULAR,225543.01,2.5,1.1,3.0,4.5
59,Beto Rosado,RN,PP,3,3,Sim,TITULAR,236839.28,2.8,1.8,1.2,9.1
60,Bia Cavassa,MS,PSDB,2,3,Não,SUPLENTE,103091.57,2.6,1.6,2.4,5.5
61,Bia Kicis,DF,PL,3,3,Sim,TITULAR,142643.59,4.4,1.5,3.3,7.3
62,Bibo Nunes,RS,PL,4,3,Sim,TITULAR,257288.89,5.5,1.3,4.2,7.3
63,Bilac Pinto,MG,UNIÃO,3,3,Sim,TITULAR,210383.69,3.1,1.3,1.8,9.1
64,Bira do Pindaré,MA,PSB,4,3,Sim,TITULAR,253356.16,5.9,1.8,6.7,3.6
65,Boca Aberta,PR,PROS,3,2,Não,TITULAR,0.00,4.3,0.5,3.0,0.9
66,Bohn Gass,RS,PT,5,3,Sim,TITULAR,234368.25,5.1,4.7,5.5,9.1
67,Bosco Costa,SE,PL,4,3,Sim,TITULAR,197804.65,5.0,2.5,4.2,8.2
68,Bosco Saraiva,AM,SOLIDARIEDADE,2,3,Sim,TITULAR,238258.73,2.0,0.7,1.8,6.4
69,Bruna Furlan,SP,PSDB,2,3,Não,TITULAR,51112.84,1.8,1.6,1.5,0.9
70,Cacá Leão,BA,PP,2,3,Sim,TITULAR,189173.35,3.1,0.2,2.4,10.0
71,Camilo Capiberibe,AP,PSB,4,3,Sim,TITULAR,221079.45,4.8,2.4,5.5,6.4
72,Capitão Alberto Neto,AM,PL,5,3,Sim,TITULAR,152065.70,6.7,2.7,6.4,4.5
73,Capitão Augusto,SP,PL,3,3,Sim,TITULAR,184873.78,3.9,0.5,3.9,5.5
74,Capitão Fábio Abreu,PI,PSD,2,3,Sim,TITULAR,233635.83,2.7,0.4,2.7,5.5
75,Capitão Wagner,CE,UNIÃO,3,3,Sim,TITULAR,52920.63,5.1,1.1,3.3,0.9
76,Carla Dickson,RN,UNIÃO,3,2,Sim,SUPLENTE,195975.11,3.1,1.1,3.6,8.2
77,Carla Zambelli,SP,PL,3,3,Sim,TITULAR,153321.29,4.2,1.6,4.5,6.4
78,Carlos Bezerra,MT,MDB,3,3,Sim,TITULAR,70222.16,4.7,0.7,3.6,5.5
79,Carlos Chiodini,SC,MDB,3,3,Sim,TITULAR,142553.52,4.0,1.5,2.4,5.5
80,Carlos Gomes,RS,REPUBLICANOS,2,3,Sim,TITULAR,171215.81,2.7,1.1,2.1,9.1
81,Carlos Henrique Gaguim,TO,UNIÃO,4,3,Sim,TITULAR,240727.56,5.1,1.6,5.5,6.4
82,Carlos Jordy,RJ,PL,3,3,Sim,TITULAR,110941.56,4.0,1.8,3.3,8.2
83,Carlos Sampaio,SP,PSDB,3,3,Sim,TITULAR,227325.39,4.2,2.5,2.7,1.8
84,Carlos Veras,PE,PT,4,3,Sim,TITULAR,240962.88,4.9,2.9,6.1,9.1
85,Carlos Zarattini,SP,PT,3,3,Sim,TITULAR,208779.47,3.5,2.5,5.2,8.2
86,Carmen Zanotto,SC,CIDADANIA,5,3,Sim,TITULAR,135619.40,7.0,3.6,9.1,4.5
87,Caroline de Toni,SC,PL,3,3,Sim,TITULAR,68288.17,4.7,0.4,3.6,5.5
88,Cássio Andrade,PA,PSB,3,3,Sim,TITULAR,185325.59,4.2,2.0,4.2,0.9
89,Celina Leão,DF,PP,4,3,Sim,TITULAR,67192.94,5.1,1.1,4.2,8.2
90,Célio Moura,TO,PT,4,3,Sim,TITULAR,218428.61,3.8,2.4,5.5,9.1
91,Célio Silveira,GO,MDB,3,3,Sim,TITULAR,151700.58,4.2,1.3,2.4,5.5
92,Célio Studart,CE,PSD,4,3,Sim,TITULAR,223512.55,6.3,2.2,5.8,0.9
93,Celso Maldaner,SC,MDB,3,3,Sim,TITULAR,162450.89,3.6,0.9,2.4,7.3
94,Celso Russomanno,SP,REPUBLICANOS,3,3,Sim,TITULAR,109694.54,3.2,1.6,4.8,7.3
95,Celso Sabino,PA,UNIÃO,3,3,Sim,TITULAR,179219.43,4.5,1.6,3.9,3.6
96,Cezinha de Madureira,SP,PSD,3,3,Sim,TITULAR,206089.88,4.1,0.4,3.6,8.2
97,Charles Fernandes,BA,PSD,2,3,Sim,TITULAR,239626.71,3.6,0.9,2.7,0.9
98,Charlles Evangelista,MG,PP,2,3,Sim,TITULAR,182105.37,2.8,0.9,2.4,7.3
99,Chico D'Angelo,RJ,PDT,3,3,Sim,TITULAR,174068.90,3.4,1.6,3.0,10.0
100,Chiquinho Brazão,RJ,UNIÃO,3,3,Sim,TITULAR,213901.35,3.3,0.9,2.4,6.4
101,Chris Tonietto,RJ,PL,4,3,Sim,TITULAR,62691.14,6.0,3.1,5.8,4.5
102,Christiane de Souza Yared,PR,PP,2,3,Sim,TITULAR,203074.30,3.6,0.0,2.1,4.5
103,Christino Aureo,RJ,PP,3,3,Sim,TITULAR,203117.90,4.3,1.6,5.2,8.2
104,Clarissa Garotinho,RJ,UNIÃO,2,3,Sim,TITULAR,200805.09,3.1,1.8,2.4,0.9
105,Claudio Cajado,BA,PP,2,3,Sim,TITULAR,206003.57,1.7,1.3,1.8,8.2
106,Cleber Verde,MA,REPUBLICANOS,3,3,Sim,TITULAR,208716.60,4.1,1.3,4.2,9.1
107,Coronel Armando,SC,PL,3,3,Sim,TITULAR,191814.11,4.1,1.5,4.8,9.1
108,Coronel Chrisóstomo,RO,PL,3,3,Sim,TITULAR,233275.46,3.3,0.5,4.5,9.1
109,Coronel Tadeu,SP,PL,4,3,Sim,TITULAR,199262.89,6.9,1.6,5.5,7.3
110,Covatti Filho,RS,PP,2,3,Sim,TITULAR,264863.42,1.1,1.3,1.2,9.1
111,Cristiano Vale,PA,PP,2,3,Sim,TITULAR,213107.43,1.9,1.5,1.2,9.1
112,Da Vitoria,ES,PP,2,3,Sim,TITULAR,209824.60,2.6,1.5,2.1,7.3
113,Dagoberto Nogueira,MS,PSDB,4,3,Sim,TITULAR,223533.44,5.2,1.5,4.2,6.4
114,Damião Feliciano,PB,UNIÃO,2,3,Sim,TITULAR,198028.50,2.4,0.2,3.0,8.2
115,Daniel Almeida,BA,PCdoB,3,3,Sim,TITULAR,180400.79,4.0,2.2,3.9,10.0
116,Daniel Coelho,PE,CIDADANIA,3,3,Sim,TITULAR,224359.19,3.2,1.8,4.5,0.9
117,Daniel Freitas,SC,PL,3,3,Sim,TITULAR,171885.21,3.3,0.7,4.2,7.3
118,Daniel Silveira,RJ,PTB,3,3,Sim,TITULAR,185282.11,3.6,0.9,4.8,8.2
119,Daniel Trzeciak,RS,PSDB,2,3,Sim,TITULAR,106046.40,2.3,1.3,1.8,0.9
120,Daniela do Waguinho,RJ,UNIÃO,2,3,Sim,TITULAR,221304.29,3.0,0.4,2.7,5.5
121,Danilo Cabral,PE,PSB,5,3,Sim,TITULAR,158490.85,5.3,4.4,7.0,6.4
122,Danilo Forte,CE,UNIÃO,2,2,Sim,SUPLENTE,265243.61,1.9,1.6,1.8,4.5
123,Danrlei de Deus Hinterholz,RS,PSD,2,3,Sim,TITULAR,105749.80,1.8,0.4,2.1,5.5
124,Darci de Matos,SC,PSD,4,3,Sim,TITULAR,189017.91,5.2,0.5,5.2,8.2
125,Darcísio Perondi,RS,MDB,2,1,Não,SUPLENTE,0.00,1.3,0.0,1.5,9.1
126,David Miranda,RJ,PDT,4,3,Sim,TITULAR,200725.14,4.0,3.8,4.8,8.2
127,David Soares,SP,UNIÃO,4,3,Sim,TITULAR,101777.15,5.3,2.7,3.6,3.6
128,Delegado Antônio Furtado,RJ,UNIÃO,3,3,Sim,TITULAR,196912.31,4.3,0.0,3.0,0.9
129,Delegado Éder Mauro,PA,PL,2,3,Sim,TITULAR,244805.47,3.0,0.0,2.4,6.4
130,Delegado Marcelo Freitas,MG,UNIÃO,3,3,Sim,TITULAR,186782.25,4.8,0.9,2.7,7.3
131,Delegado Pablo,AM,UNIÃO,3,3,Sim,TITULAR,207322.59,4.2,2.0,4.2,8.2
132,Delegado Waldir,GO,UNIÃO,3,3,Sim,TITULAR,92354.11,4.5,0.9,3.0,1.8
133,Denis Bezerra,CE,PSB,5,3,Sim,TITULAR,211386.73,6.0,4.4,6.1,7.3
134,Deuzinho Filho,CE,REPUBLICANOS,2,0,Não,SUPLENTE,0.00,1.6,0.4,0.6,10.0
135,Diego Andrade,MG,PSD,3,3,Sim,TITULAR,155483.10,4.1,1.1,3.3,9.1
136,Diego Garcia,PR,REPUBLICANOS,4,3,Sim,TITULAR,176357.56,5.3,3.3,5.5,0.9
137,Dimas Fabiano,MG,PP,2,3,Sim,TITULAR,195314.75,1.7,1.1,1.2,8.2
138,Domingos Neto,CE,PSD,2,3,Sim,TITULAR,256362.64,2.5,0.9,2.4,9.1
139,Domingos Sávio,MG,PL,2,3,Sim,TITULAR,193384.69,3.2,0.4,2.4,8.2
140,Dr. Agripino Magalhães,CE,UNIÃO,1,2,Sim,SUPLENTE,41328.84,0.5,0.0,0.0,10.0
141,Dr. Frederico,MG,PATRIOTA,3,3,Sim,TITULAR,190173.29,3.6,1.6,4.8,7.3
142,Dr. Gonçalo,MA,REPUBLICANOS,2,1,Não,SUPLENTE,0.00,1.3,0.0,1.2,10.0
143,Dr. Jaziel,CE,PL,3,3,Sim,TITULAR,203339.47,4.2,1.6,3.0,4.5
144,Dr. João,BA,PROS,1,0,Não,SUPLENTE,0.00,0.6,0.0,0.6,10.0
145,Dr. Leonardo,MT,REPUBLICANOS,3,3,Sim,TITULAR,209507.06,3.5,1.8,3.0,5.5
146,Dr. Luiz Antonio Teixeira Jr.,RJ,PP,3,3,Sim,TITULAR,183012.78,4.1,0.7,6.7,8.2
147,Dr. Luiz Ovando,MS,PP,2,3,Sim,TITULAR,213733.84,2.3,1.3,2.4,8.2
148,Dr. Sinval Malheiros,SP,PODE,1,0,Não,SUPLENTE,0.00,0.6,0.5,0.3,10.0
149,Dr. Zacharias Calil,GO,UNIÃO,3,3,Sim,TITULAR,165338.34,4.5,1.1,4.8,6.4
150,Dra. Soraya Manato,ES,PTB,5,3,Sim,TITULAR,188577.07,7.6,1.3,7.3,8.2
151,Dra. Vanda Milani,AC,PROS,2,3,Sim,TITULAR,217856.09,1.9,1.1,1.8,7.3
152,Dulce Miranda,TO,MDB,3,3,Sim,TITULAR,237661.14,2.6,1.6,3.3,5.5
153,Edilázio Júnior,MA,PSD,2,3,Sim,TITULAR,227639.42,2.6,0.5,2.1,9.1
154,Edio Lopes,RR,PL,2,3,Sim,TITULAR,249251.17,2.3,1.1,1.8,9.1
155,Edmilson Rodrigues,PA,PSOL,3,1,Não,TITULAR,0.00,2.4,3.5,4.8,10.0
156,Edna Henrique,PB,REPUBLICANOS,4,3,Sim,TITULAR,122200.24,5.3,1.5,4.5,4.5
157,Eduardo Barbosa,MG,PSDB,3,3,Sim,TITULAR,164174.02,4.5,2.4,3.9,4.5
158,Eduardo Bismarck,CE,PDT,5,3,Sim,TITULAR,222020.17,8.2,3.1,7.3,0.9
159,Eduardo Bolsonaro,SP,PL,3,3,Sim,TITULAR,177221.10,2.5,1.8,2.1,8.2
160,Eduardo Braide,MA,PODE,2,1,Não,TITULAR,0.00,1.9,0.4,3.6,1.8
161,Eduardo Costa,PA,PSD,4,3,Sim,TITULAR,180120.20,4.8,1.6,5.5,6.4
162,Eduardo Cury,SP,PSDB,3,3,Sim,TITULAR,188365.32,4.0,2.4,2.4,1.8
163,Eduardo da Fonte,PE,PP,3,3,Sim,TITULAR,228142.99,4.4,1.8,3.3,7.3
164,Efraim Filho,PB,UNIÃO,3,3,Sim,TITULAR,174508.72,3.9,2.0,4.5,9.1
165,Elcione Barbalho,PA,MDB,2,3,Sim,TITULAR,196595.87,2.5,2.0,2.7,3.6
166,Eli Borges,TO,PL,2,3,Sim,TITULAR,252974.22,3.5,1.1,2.1,1.8
167,Eli Corrêa Filho,SP,UNIÃO,2,3,Sim,TITULAR,174870.19,2.5,0.2,2.1,9.1
168,Elias Vaz,GO,PSB,4,3,Sim,TITULAR,131203.91,4.5,6.0,5.8,4.5
169,Elmar Nascimento,BA,UNIÃO,2,3,Sim,TITULAR,194544.91,2.0,0.7,1.5,9.1
170,Ely Santos,SP,REPUBLICANOS,1,0,Não,SUPLENTE,42588.32,0.6,0.0,0.6,10.0
171,Emanuel Pinheiro Neto,MT,MDB,3,3,Sim,TITULAR,206876.95,4.2,2.0,4.2,1.8
172,Emidinho Madeira,MG,PL,2,3,Sim,TITULAR,197041.81,1.8,0.7,2.1,0.9
173,Enéias Reis,MG,UNIÃO,2,1,Não,SUPLENTE,0.00,2.3,0.4,3.6,9.1
174,Enio Verri,PR,PT,4,3,Sim,TITULAR,220793.93,5.0,4.9,5.2,9.1
175,Enrico Misasi,SP,MDB,3,3,Sim,TITULAR,179788.69,3.8,1.6,2.4,0.9
176,Erika Kokay,DF,PT,5,3,Sim,TITULAR,180867.56,8.5,5.5,10.0,6.4
177,Eros Biondini,MG,PL,2,3,Sim,TITULAR,155021.10,1.9,1.8,1.8,4.5
178,Euclydes Pettersen,MG,PSC,2,3,Sim,TITULAR,206912.12,1.8,0.9,2.1,6.4
179,Evair Vieira de Melo,ES,PP,3,3,Sim,TITULAR,238742.52,4.3,1.8,4.8,6.4
180,Expedito Netto,RO,PSD,2,3,Sim,TITULAR,148305.44,3.3,0.5,2.4,0.9
181,Fabiano Tolentino,MG,CIDADANIA,2,10,Não,SUPLENTE,0.00,1.3,0.0,0.9,10.0
182,Fábio Faria,RN,PP,2,1,Não,TITULAR,0.00,1.7,0.0,0.9,10.0
183,Fábio Henrique,SE,UNIÃO,3,3,Sim,TITULAR,216709.95,3.9,0.7,4.5,0.9
184,Fábio Mitidieri,SE,PSD,2,3,Não,TITULAR,185579.62,2.8,0.2,2.7,1.8
185,Fábio Ramalho,MG,MDB,2,3,Sim,TITULAR,152896.00,2.4,0.2,1.8,3.6
186,Fabio Reis,SE,PSD,2,3,Sim,TITULAR,196237.32,2.4,1.8,1.5,5.5
187,Fabio Schiochet,SC,UNIÃO,2,3,Sim,TITULAR,225631.46,2.6,0.9,1.8,8.2
188,Fábio Trad,MS,PSD,4,3,Sim,TITULAR,115412.97,7.2,2.2,5.5,0.9
189,Fausto Pinato,SP,PP,3,3,Sim,TITULAR,172392.18,3.8,2.2,4.8,6.4
190,Felício Laterça,RJ,PP,3,3,Sim,TITULAR,214833.14,4.2,1.6,3.6,6.4
191,Felipe Carreras,PE,PSB,5,3,Sim,TITULAR,74330.55,6.5,3.5,7.3,0.9
192,Felipe Francischini,PR,UNIÃO,3,3,Sim,TITULAR,188846.98,4.0,0.5,2.1,8.2
193,Felipe Rigoni,ES,UNIÃO,4,3,Sim,TITULAR,189609.87,6.7,3.1,6.1,0.9
194,Félix Mendonça Júnior,BA,PDT,3,3,Sim,TITULAR,206755.25,3.2,0.7,3.0,5.5
195,Fernanda Melchionna,RS,PSOL,5,3,Sim,TITULAR,210864.18,7.7,3.8,7.0,9.1
196,Fernando Borja,MG,AVANTE,1,0,Não,SUPLENTE,0.00,0.5,0.0,0.6,10.0
197,Fernando Coelho Filho,PE,UNIÃO,2,3,Sim,TITULAR,173840.46,1.6,0.9,1.2,10.0
198,Fernando Monteiro,PE,PP,2,3,Sim,TITULAR,184798.14,2.4,1.1,2.1,8.2
199,Fernando Rodolfo,PE,PL,3,3,Sim,TITULAR,188037.89,4.4,0.7,5.2,0.9
